RatePer100000,ISOWeekStartDate,ISOWeekEndDate,ISOYear,ISOWeek,Region,RegionSortOrder,DiseaseName,Denominator,Numerator
13.3687,29/12/2003,04/01/2004,2004,1,National,0,Influenza-like illness,4316061,577
15.4597,05/01/2004,11/01/2004,2004,2,National,0,Influenza-like illness,4159207,643
9.3099,12/01/2004,18/01/2004,2004,3,National,0,Influenza-like illness,4135404,385
7.1897,19/01/2004,25/01/2004,2004,4,National,0,Influenza-like illness,4200480,302
5.7876,26/01/2004,01/02/2004,2004,5,National,0,Influenza-like illness,4129503,239
5.9045,02/02/2004,08/02/2004,2004,6,National,0,Influenza-like illness,4217113,249
3.9965,09/02/2004,15/02/2004,2004,7,National,0,Influenza-like illness,4128570,165
3.7629,16/02/2004,22/02/2004,2004,8,National,0,Influenza-like illness,4172357,157
4.1655,23/02/2004,29/02/2004,2004,9,National,0,Influenza-like illness,4177122,174
3.7819,01/03/2004,07/03/2004,2004,10,National,0,Influenza-like illness,4124907,156
4.1363,08/03/2004,14/03/2004,2004,11,National,0,Influenza-like illness,4182447,173
4.532,15/03/2004,21/03/2004,2004,12,National,0,Influenza-like illness,4214451,191
3.2847,22/03/2004,28/03/2004,2004,13,National,0,Influenza-like illness,4140452,136
3.987,29/03/2004,04/04/2004,2004,14,National,0,Influenza-like illness,2031581,81
1.9165,05/04/2004,11/04/2004,2004,15,National,0,Influenza-like illness,2034994,39
3.0757,12/04/2004,18/04/2004,2004,16,National,0,Influenza-like illness,2113322,65
3.2156,19/04/2004,25/04/2004,2004,17,National,0,Influenza-like illness,2052493,66
2.1242,26/04/2004,02/05/2004,2004,18,National,0,Influenza-like illness,2118427,45
1.713,03/05/2004,09/05/2004,2004,19,National,0,Influenza-like illness,2043171,35
2.793,10/05/2004,16/05/2004,2004,20,National,0,Influenza-like illness,2076603,58
1.9406,17/05/2004,23/05/2004,2004,21,National,0,Influenza-like illness,2061249,40
2.2262,24/05/2004,30/05/2004,2004,22,National,0,Influenza-like illness,2066319,46
1.5696,31/05/2004,06/06/2004,2004,23,National,0,Influenza-like illness,2102445,33
2.1708,07/06/2004,13/06/2004,2004,24,National,0,Influenza-like illness,2119081,46
1.8314,14/06/2004,20/06/2004,2004,25,National,0,Influenza-like illness,2129570,39
2.2673,21/06/2004,27/06/2004,2004,26,National,0,Influenza-like illness,2072953,47
1.9503,28/06/2004,04/07/2004,2004,27,National,0,Influenza-like illness,2102262,41
1.5977,05/07/2004,11/07/2004,2004,28,National,0,Influenza-like illness,2128078,34
2.9463,12/07/2004,18/07/2004,2004,29,National,0,Influenza-like illness,2070426,61
1.4777,19/07/2004,25/07/2004,2004,30,National,0,Influenza-like illness,2097840,31
1.4714,26/07/2004,01/08/2004,2004,31,National,0,Influenza-like illness,2106880,31
1.869,02/08/2004,08/08/2004,2004,32,National,0,Influenza-like illness,2140132,40
1.3077,09/08/2004,15/08/2004,2004,33,National,0,Influenza-like illness,2064657,27
1.4888,16/08/2004,22/08/2004,2004,34,National,0,Influenza-like illness,2149407,32
1.6119,23/08/2004,29/08/2004,2004,35,National,0,Influenza-like illness,2109307,34
1.4878,30/08/2004,05/09/2004,2004,36,National,0,Influenza-like illness,2150808,32
2.1893,06/09/2004,12/09/2004,2004,37,National,0,Influenza-like illness,2146775,47
3.0954,13/09/2004,19/09/2004,2004,38,National,0,Influenza-like illness,2164507,67
4.0723,20/09/2004,26/09/2004,2004,39,National,0,Influenza-like illness,2160948,88
3.9561,27/09/2004,03/10/2004,2004,40,National,0,Influenza-like illness,2173875,86
5.467,04/10/2004,10/10/2004,2004,41,National,0,Influenza-like illness,2158400,118
5.554,11/10/2004,17/10/2004,2004,42,National,0,Influenza-like illness,2088599,116
4.4602,18/10/2004,24/10/2004,2004,43,National,0,Influenza-like illness,2129951,95
4.9139,25/10/2004,31/10/2004,2004,44,National,0,Influenza-like illness,2116466,104
5.7484,01/11/2004,07/11/2004,2004,45,National,0,Influenza-like illness,2122332,122
5.1122,08/11/2004,14/11/2004,2004,46,National,0,Influenza-like illness,2151726,110
5.0828,15/11/2004,21/11/2004,2004,47,National,0,Influenza-like illness,2124827,108
5.7414,22/11/2004,28/11/2004,2004,48,National,0,Influenza-like illness,2159748,124
7.0364,29/11/2004,05/12/2004,2004,49,National,0,Influenza-like illness,2160199,152
8.1339,06/12/2004,12/12/2004,2004,50,National,0,Influenza-like illness,2139189,174
10.4622,13/12/2004,19/12/2004,2004,51,National,0,Influenza-like illness,2198397,230
11.557,20/12/2004,26/12/2004,2004,52,National,0,Influenza-like illness,2145886,248
11.0384,27/12/2004,02/01/2005,2004,53,National,0,Influenza-like illness,2210456,244
19.9549,03/01/2005,09/01/2005,2005,1,National,0,Influenza-like illness,2129798,425
19.6695,10/01/2005,16/01/2005,2005,2,National,0,Influenza-like illness,2155626,424
13.459,17/01/2005,23/01/2005,2005,3,National,0,Influenza-like illness,2147264,289
18.9087,24/01/2005,30/01/2005,2005,4,National,0,Influenza-like illness,2163022,409
20.8527,31/01/2005,06/02/2005,2005,5,National,0,Influenza-like illness,2239523,467
19.1118,07/02/2005,13/02/2005,2005,6,National,0,Influenza-like illness,2202828,421
16.7424,14/02/2005,20/02/2005,2005,7,National,0,Influenza-like illness,2168149,363
15.3391,21/02/2005,27/02/2005,2005,8,National,0,Influenza-like illness,2242641,344
15.4139,28/02/2005,06/03/2005,2005,9,National,0,Influenza-like illness,2218781,342
16.4616,07/03/2005,13/03/2005,2005,10,National,0,Influenza-like illness,2205135,363
15.8719,14/03/2005,20/03/2005,2005,11,National,0,Influenza-like illness,2230350,354
12.0952,21/03/2005,27/03/2005,2005,12,National,0,Influenza-like illness,2207483,267
8.1313,28/03/2005,03/04/2005,2005,13,National,0,Influenza-like illness,2078384,169
7.4315,04/04/2005,10/04/2005,2005,14,National,0,Influenza-like illness,2072272,154
5.3272,11/04/2005,17/04/2005,2005,15,National,0,Influenza-like illness,2083636,111
4.7281,18/04/2005,24/04/2005,2005,16,National,0,Influenza-like illness,2115025,100
5.2092,25/04/2005,01/05/2005,2005,17,National,0,Influenza-like illness,2111640,110
3.0949,02/05/2005,08/05/2005,2005,18,National,0,Influenza-like illness,2132535,66
4.0669,09/05/2005,15/05/2005,2005,19,National,0,Influenza-like illness,2114615,86
3.4838,16/05/2005,22/05/2005,2005,20,National,0,Influenza-like illness,2124133,74
3.8972,23/05/2005,29/05/2005,2005,21,National,0,Influenza-like illness,2129761,83
2.6425,30/05/2005,05/06/2005,2005,22,National,0,Influenza-like illness,2119187,56
2.4413,06/06/2005,12/06/2005,2005,23,National,0,Influenza-like illness,2129995,52
2.3761,13/06/2005,19/06/2005,2005,24,National,0,Influenza-like illness,2146389,51
1.6697,20/06/2005,26/06/2005,2005,25,National,0,Influenza-like illness,2156019,36
1.8214,27/06/2005,03/07/2005,2005,26,National,0,Influenza-like illness,2141223,39
1.8059,04/07/2005,10/07/2005,2005,27,National,0,Influenza-like illness,2104208,38
2.085,11/07/2005,17/07/2005,2005,28,National,0,Influenza-like illness,2110333,44
1.8533,18/07/2005,24/07/2005,2005,29,National,0,Influenza-like illness,2104388,39
2.0734,25/07/2005,31/07/2005,2005,30,National,0,Influenza-like illness,2122068,44
1.9511,01/08/2005,07/08/2005,2005,31,National,0,Influenza-like illness,2101391,41
1.9118,08/08/2005,14/08/2005,2005,32,National,0,Influenza-like illness,2092314,40
1.9879,15/08/2005,21/08/2005,2005,33,National,0,Influenza-like illness,2112741,42
2.0514,22/08/2005,28/08/2005,2005,34,National,0,Influenza-like illness,2096098,43
1.8959,29/08/2005,04/09/2005,2005,35,National,0,Influenza-like illness,2109865,40
2.9137,05/09/2005,11/09/2005,2005,36,National,0,Influenza-like illness,2093541,61
2.8897,12/09/2005,18/09/2005,2005,37,National,0,Influenza-like illness,2110937,61
3.0271,19/09/2005,25/09/2005,2005,38,National,0,Influenza-like illness,2114218,64
3.963,26/09/2005,02/10/2005,2005,39,National,0,Influenza-like illness,2094369,83
6.1731,03/10/2005,09/10/2005,2005,40,National,0,Influenza-like illness,2122096,131
6.865,10/10/2005,16/10/2005,2005,41,National,0,Influenza-like illness,2112166,145
6.7385,17/10/2005,23/10/2005,2005,42,National,0,Influenza-like illness,2151829,145
7.0145,24/10/2005,30/10/2005,2005,43,National,0,Influenza-like illness,2152683,151
6.5879,31/10/2005,06/11/2005,2005,44,National,0,Influenza-like illness,2109922,139
5.9324,07/11/2005,13/11/2005,2005,45,National,0,Influenza-like illness,2123931,126
6.8901,14/11/2005,20/11/2005,2005,46,National,0,Influenza-like illness,2148009,148
6.5394,21/11/2005,27/11/2005,2005,47,National,0,Influenza-like illness,2140871,140
6.708,28/11/2005,04/12/2005,2005,48,National,0,Influenza-like illness,2176508,146
8.5049,05/12/2005,11/12/2005,2005,49,National,0,Influenza-like illness,2163465,184
8.9924,12/12/2005,18/12/2005,2005,50,National,0,Influenza-like illness,2168497,195
8.9994,19/12/2005,25/12/2005,2005,51,National,0,Influenza-like illness,2166820,195
6.7792,26/12/2005,01/01/2006,2005,52,National,0,Influenza-like illness,2212636,150
11.2527,02/01/2006,08/01/2006,2006,1,National,0,Influenza-like illness,2159477,243
11.8867,09/01/2006,15/01/2006,2006,2,National,0,Influenza-like illness,2170490,258
12.6858,16/01/2006,22/01/2006,2006,3,National,0,Influenza-like illness,2136240,271
12.7815,23/01/2006,29/01/2006,2006,4,National,0,Influenza-like illness,2143716,274
18.6564,30/01/2006,05/02/2006,2006,5,National,0,Influenza-like illness,2165478,404
27.4602,06/02/2006,12/02/2006,2006,6,National,0,Influenza-like illness,2166773,595
25.4997,13/02/2006,19/02/2006,2006,7,National,0,Influenza-like illness,2160812,551
18.0665,20/02/2006,26/02/2006,2006,8,National,0,Influenza-like illness,2186372,395
16.2959,27/02/2006,05/03/2006,2006,9,National,0,Influenza-like illness,2147778,350
14.257,06/03/2006,12/03/2006,2006,10,National,0,Influenza-like illness,2139298,305
15.8219,13/03/2006,19/03/2006,2006,11,National,0,Influenza-like illness,2148920,340
14.8386,20/03/2006,26/03/2006,2006,12,National,0,Influenza-like illness,2163280,321
13.8784,27/03/2006,02/04/2006,2006,13,National,0,Influenza-like illness,2204862,306
8.5405,03/04/2006,09/04/2006,2006,14,National,0,Influenza-like illness,2189578,187
5.7533,10/04/2006,16/04/2006,2006,15,National,0,Influenza-like illness,2190040,126
4.9472,17/04/2006,23/04/2006,2006,16,National,0,Influenza-like illness,2183044,108
4.7348,24/04/2006,30/04/2006,2006,17,National,0,Influenza-like illness,2196490,104
3.4975,01/05/2006,07/05/2006,2006,18,National,0,Influenza-like illness,2230170,78
3.5121,08/05/2006,14/05/2006,2006,19,National,0,Influenza-like illness,2220892,78
3.1375,15/05/2006,21/05/2006,2006,20,National,0,Influenza-like illness,2231101,70
3.3881,22/05/2006,28/05/2006,2006,21,National,0,Influenza-like illness,2243144,76
3.0702,29/05/2006,04/06/2006,2006,22,National,0,Influenza-like illness,2214868,68
2.6675,05/06/2006,11/06/2006,2006,23,National,0,Influenza-like illness,2249306,60
2.091,12/06/2006,18/06/2006,2006,24,National,0,Influenza-like illness,2247720,47
2.1353,19/06/2006,25/06/2006,2006,25,National,0,Influenza-like illness,2201048,47
2.1411,26/06/2006,02/07/2006,2006,26,National,0,Influenza-like illness,2241871,48
1.5942,03/07/2006,09/07/2006,2006,27,National,0,Influenza-like illness,2258142,36
2.1779,10/07/2006,16/07/2006,2006,28,National,0,Influenza-like illness,2249919,49
2.0882,17/07/2006,23/07/2006,2006,29,National,0,Influenza-like illness,2250756,47
0.9875,24/07/2006,30/07/2006,2006,30,National,0,Influenza-like illness,2227776,22
1.8509,31/07/2006,06/08/2006,2006,31,National,0,Influenza-like illness,2269190,42
1.7725,07/08/2006,13/08/2006,2006,32,National,0,Influenza-like illness,2200242,39
1.3423,14/08/2006,20/08/2006,2006,33,National,0,Influenza-like illness,2234901,30
1.3355,21/08/2006,27/08/2006,2006,34,National,0,Influenza-like illness,2246288,30
1.6469,28/08/2006,03/09/2006,2006,35,National,0,Influenza-like illness,2246604,37
2.7773,04/09/2006,10/09/2006,2006,36,National,0,Influenza-like illness,2232394,62
2.4811,11/09/2006,17/09/2006,2006,37,National,0,Influenza-like illness,2216787,55
2.5907,18/09/2006,24/09/2006,2006,38,National,0,Influenza-like illness,2238810,58
3.6922,25/09/2006,01/10/2006,2006,39,National,0,Influenza-like illness,2247954,83
3.9266,02/10/2006,08/10/2006,2006,40,National,0,Influenza-like illness,2215638,87
4.2948,09/10/2006,15/10/2006,2006,41,National,0,Influenza-like illness,2235237,96
5.8201,16/10/2006,22/10/2006,2006,42,National,0,Influenza-like illness,2233657,130
5.4909,23/10/2006,29/10/2006,2006,43,National,0,Influenza-like illness,2221838,122
5.4175,30/10/2006,05/11/2006,2006,44,National,0,Influenza-like illness,2215053,120
4.9974,06/11/2006,12/11/2006,2006,45,National,0,Influenza-like illness,2221157,111
6.6202,13/11/2006,19/11/2006,2006,46,National,0,Influenza-like illness,2175173,144
5.9296,20/11/2006,26/11/2006,2006,47,National,0,Influenza-like illness,2209253,131
7.1237,27/11/2006,03/12/2006,2006,48,National,0,Influenza-like illness,2203916,157
6.065,04/12/2006,10/12/2006,2006,49,National,0,Influenza-like illness,2225882,135
5.7099,11/12/2006,17/12/2006,2006,50,National,0,Influenza-like illness,2224201,127
5.2191,18/12/2006,24/12/2006,2006,51,National,0,Influenza-like illness,2203447,115
5.087,25/12/2006,31/12/2006,2006,52,National,0,Influenza-like illness,2221368,113
11.4961,01/01/2007,07/01/2007,2007,1,National,0,Influenza-like illness,2279033,262
13.4303,08/01/2007,14/01/2007,2007,2,National,0,Influenza-like illness,2226316,299
10.5319,15/01/2007,21/01/2007,2007,3,National,0,Influenza-like illness,2240805,236
10.9965,22/01/2007,28/01/2007,2007,4,National,0,Influenza-like illness,2200710,242
17.2084,29/01/2007,04/02/2007,2007,5,National,0,Influenza-like illness,2272146,391
22.1818,05/02/2007,11/02/2007,2007,6,National,0,Influenza-like illness,2276645,505
28.6173,12/02/2007,18/02/2007,2007,7,National,0,Influenza-like illness,2250387,644
25.3175,19/02/2007,25/02/2007,2007,8,National,0,Influenza-like illness,2271152,575
17.449,26/02/2007,04/03/2007,2007,9,National,0,Influenza-like illness,2252281,393
11.961,05/03/2007,11/03/2007,2007,10,National,0,Influenza-like illness,2257330,270
9.4944,12/03/2007,18/03/2007,2007,11,National,0,Influenza-like illness,2232898,212
7.7216,19/03/2007,25/03/2007,2007,12,National,0,Influenza-like illness,2305235,178
7.4457,26/03/2007,01/04/2007,2007,13,National,0,Influenza-like illness,2296618,171
5.6762,02/04/2007,08/04/2007,2007,14,National,0,Influenza-like illness,2290253,130
4.3571,09/04/2007,15/04/2007,2007,15,National,0,Influenza-like illness,2295093,100
3.7288,16/04/2007,22/04/2007,2007,16,National,0,Influenza-like illness,2306346,86
3.0289,23/04/2007,29/04/2007,2007,17,National,0,Influenza-like illness,2344050,71
2.9803,30/04/2007,06/05/2007,2007,18,National,0,Influenza-like illness,2281675,68
2.48,07/05/2007,13/05/2007,2007,19,National,0,Influenza-like illness,2258087,56
3.4846,14/05/2007,20/05/2007,2007,20,National,0,Influenza-like illness,2267136,79
3.8555,21/05/2007,27/05/2007,2007,21,National,0,Influenza-like illness,2282457,88
2.0424,28/05/2007,03/06/2007,2007,22,National,0,Influenza-like illness,2301204,47
3.3845,04/06/2007,10/06/2007,2007,23,National,0,Influenza-like illness,2304611,78
2.3409,11/06/2007,17/06/2007,2007,24,National,0,Influenza-like illness,2306837,54
1.9555,18/06/2007,24/06/2007,2007,25,National,0,Influenza-like illness,2352390,46
2.4013,25/06/2007,01/07/2007,2007,26,National,0,Influenza-like illness,2373741,57
2.2866,02/07/2007,08/07/2007,2007,27,National,0,Influenza-like illness,2317840,53
2.5932,09/07/2007,15/07/2007,2007,28,National,0,Influenza-like illness,2313720,60
1.9168,16/07/2007,22/07/2007,2007,29,National,0,Influenza-like illness,2347720,45
2.4765,23/07/2007,29/07/2007,2007,30,National,0,Influenza-like illness,2301613,57
2.2203,30/07/2007,05/08/2007,2007,31,National,0,Influenza-like illness,2342073,52
2.3657,06/08/2007,12/08/2007,2007,32,National,0,Influenza-like illness,2324899,55
2.7926,13/08/2007,19/08/2007,2007,33,National,0,Influenza-like illness,2327593,65
2.262,20/08/2007,26/08/2007,2007,34,National,0,Influenza-like illness,2343108,53
1.5598,27/08/2007,02/09/2007,2007,35,National,0,Influenza-like illness,2372055,37
2.3754,03/09/2007,09/09/2007,2007,36,National,0,Influenza-like illness,2357522,56
2.5387,10/09/2007,16/09/2007,2007,37,National,0,Influenza-like illness,2323983,59
2.3734,17/09/2007,23/09/2007,2007,38,National,0,Influenza-like illness,2317306,55
3.2885,24/09/2007,30/09/2007,2007,39,National,0,Influenza-like illness,2311083,76
4.4671,01/10/2007,07/10/2007,2007,40,National,0,Influenza-like illness,2328158,104
5.6714,08/10/2007,14/10/2007,2007,41,National,0,Influenza-like illness,2327451,132
6.3296,15/10/2007,21/10/2007,2007,42,National,0,Influenza-like illness,2338234,148
6.7472,22/10/2007,28/10/2007,2007,43,National,0,Influenza-like illness,2341724,158
7.1458,29/10/2007,04/11/2007,2007,44,National,0,Influenza-like illness,2351032,168
6.9641,05/11/2007,11/11/2007,2007,45,National,0,Influenza-like illness,2340589,163
6.6649,12/11/2007,18/11/2007,2007,46,National,0,Influenza-like illness,2370624,158
7.2357,19/11/2007,25/11/2007,2007,47,National,0,Influenza-like illness,2349471,170
10.6273,26/11/2007,02/12/2007,2007,48,National,0,Influenza-like illness,2352443,250
10.4969,03/12/2007,09/12/2007,2007,49,National,0,Influenza-like illness,2372118,249
10.3866,10/12/2007,16/12/2007,2007,50,National,0,Influenza-like illness,2387702,248
14.1552,17/12/2007,23/12/2007,2007,51,National,0,Influenza-like illness,2331301,330
13.3273,24/12/2007,30/12/2007,2007,52,National,0,Influenza-like illness,2356061,314
20.2506,31/12/2007,06/01/2008,2008,1,National,0,Influenza-like illness,2404869,487
20.2739,07/01/2008,13/01/2008,2008,2,National,0,Influenza-like illness,2333047,473
14.3635,14/01/2008,20/01/2008,2008,3,National,0,Influenza-like illness,2367108,340
9.0254,21/01/2008,27/01/2008,2008,4,National,0,Influenza-like illness,2371097,214
8.5513,28/01/2008,03/02/2008,2008,5,National,0,Influenza-like illness,2397289,205
8.1152,04/02/2008,10/02/2008,2008,6,National,0,Influenza-like illness,2378240,193
7.5109,11/02/2008,17/02/2008,2008,7,National,0,Influenza-like illness,2396533,180
7.9525,18/02/2008,24/02/2008,2008,8,National,0,Influenza-like illness,2414346,192
9.0887,25/02/2008,02/03/2008,2008,9,National,0,Influenza-like illness,2409575,219
8.6809,03/03/2008,09/03/2008,2008,10,National,0,Influenza-like illness,2442144,212
9.2248,10/03/2008,16/03/2008,2008,11,National,0,Influenza-like illness,2439075,225
7.1845,17/03/2008,23/03/2008,2008,12,National,0,Influenza-like illness,2435804,175
9.2926,24/03/2008,30/03/2008,2008,13,National,0,Influenza-like illness,2421271,225
10.2123,31/03/2008,06/04/2008,2008,14,National,0,Influenza-like illness,2467619,252
6.5725,07/04/2008,13/04/2008,2008,15,National,0,Influenza-like illness,2464811,162
6.7825,14/04/2008,20/04/2008,2008,16,National,0,Influenza-like illness,2476976,168
7.6041,21/04/2008,27/04/2008,2008,17,National,0,Influenza-like illness,2472366,188
5.509,28/04/2008,04/05/2008,2008,18,National,0,Influenza-like illness,2504985,138
2.9506,05/05/2008,11/05/2008,2008,19,National,0,Influenza-like illness,2507939,74
2.9394,12/05/2008,18/05/2008,2008,20,National,0,Influenza-like illness,2517525,74
2.6783,19/05/2008,25/05/2008,2008,21,National,0,Influenza-like illness,2501620,67
2.6857,26/05/2008,01/06/2008,2008,22,National,0,Influenza-like illness,2494691,67
3.0658,02/06/2008,08/06/2008,2008,23,National,0,Influenza-like illness,2511542,77
2.5022,09/06/2008,15/06/2008,2008,24,National,0,Influenza-like illness,2557789,64
2.1429,16/06/2008,22/06/2008,2008,25,National,0,Influenza-like illness,2566650,55
2.1561,23/06/2008,29/06/2008,2008,26,National,0,Influenza-like illness,2504485,54
2.4054,30/06/2008,06/07/2008,2008,27,National,0,Influenza-like illness,2535965,61
2.8172,07/07/2008,13/07/2008,2008,28,National,0,Influenza-like illness,2520215,71
2.3608,14/07/2008,20/07/2008,2008,29,National,0,Influenza-like illness,2541556,60
1.9202,21/07/2008,27/07/2008,2008,30,National,0,Influenza-like illness,2551874,49
1.6601,28/07/2008,03/08/2008,2008,31,National,0,Influenza-like illness,2590264,43
1.8398,04/08/2008,10/08/2008,2008,32,National,0,Influenza-like illness,2554608,47
2.1329,11/08/2008,17/08/2008,2008,33,National,0,Influenza-like illness,2531737,54
2.3217,18/08/2008,24/08/2008,2008,34,National,0,Influenza-like illness,2498137,58
1.9512,25/08/2008,31/08/2008,2008,35,National,0,Influenza-like illness,2562566,50
1.9976,01/09/2008,07/09/2008,2008,36,National,0,Influenza-like illness,2603081,52
1.9067,08/09/2008,14/09/2008,2008,37,National,0,Influenza-like illness,2569845,49
3.8351,15/09/2008,21/09/2008,2008,38,National,0,Influenza-like illness,2581415,99
4.4079,22/09/2008,28/09/2008,2008,39,National,0,Influenza-like illness,2563590,113
4.5749,29/09/2008,05/10/2008,2008,40,National,0,Influenza-like illness,2557444,117
5.6303,06/10/2008,12/10/2008,2008,41,National,0,Influenza-like illness,2557580,144
6.4146,13/10/2008,19/10/2008,2008,42,National,0,Influenza-like illness,2572237,165
5.8557,20/10/2008,26/10/2008,2008,43,National,0,Influenza-like illness,2578698,151
5.5954,27/10/2008,02/11/2008,2008,44,National,0,Influenza-like illness,2555659,143
7.1364,03/11/2008,09/11/2008,2008,45,National,0,Influenza-like illness,2592330,185
8.0312,10/11/2008,16/11/2008,2008,46,National,0,Influenza-like illness,2602351,209
10.2048,17/11/2008,23/11/2008,2008,47,National,0,Influenza-like illness,2518413,257
13.0086,24/11/2008,30/11/2008,2008,48,National,0,Influenza-like illness,2582913,336
18.1313,01/12/2008,07/12/2008,2008,49,National,0,Influenza-like illness,2492922,452
27.0938,08/12/2008,14/12/2008,2008,50,National,0,Influenza-like illness,2550396,691
41.6842,15/12/2008,21/12/2008,2008,51,National,0,Influenza-like illness,2540531,1059
24.2124,22/12/2008,28/12/2008,2008,52,National,0,Influenza-like illness,2556538,619
34.2718,29/12/2008,04/01/2009,2009,1,National,0,Influenza-like illness,2605638,893
28.9784,05/01/2009,11/01/2009,2009,2,National,0,Influenza-like illness,2515667,729
19.0326,12/01/2009,18/01/2009,2009,3,National,0,Influenza-like illness,2516738,479
11.471,19/01/2009,25/01/2009,2009,4,National,0,Influenza-like illness,2528119,290
8.511,26/01/2009,01/02/2009,2009,5,National,0,Influenza-like illness,2596648,221
6.8952,02/02/2009,08/02/2009,2009,6,National,0,Influenza-like illness,2610521,180
6.6285,09/02/2009,15/02/2009,2009,7,National,0,Influenza-like illness,2579759,171
5.2358,16/02/2009,22/02/2009,2009,8,National,0,Influenza-like illness,2578418,135
6.4366,23/02/2009,01/03/2009,2009,9,National,0,Influenza-like illness,2594554,167
5.6382,02/03/2009,08/03/2009,2009,10,National,0,Influenza-like illness,2589492,146
4.6151,09/03/2009,15/03/2009,2009,11,National,0,Influenza-like illness,2621843,121
4.3082,16/03/2009,22/03/2009,2009,12,National,0,Influenza-like illness,2553288,110
4.7275,23/03/2009,29/03/2009,2009,13,National,0,Influenza-like illness,2559509,121
3.8875,30/03/2009,05/04/2009,2009,14,National,0,Influenza-like illness,2546651,99
2.8915,06/04/2009,12/04/2009,2009,15,National,0,Influenza-like illness,2559189,74
3.4812,13/04/2009,19/04/2009,2009,16,National,0,Influenza-like illness,2556572,89
2.7583,20/04/2009,26/04/2009,2009,17,National,0,Influenza-like illness,2537781,70
9.0493,27/04/2009,03/05/2009,2009,18,National,0,Influenza-like illness,2541641,230
8.5164,04/05/2009,10/05/2009,2009,19,National,0,Influenza-like illness,2512795,214
8.6526,11/05/2009,17/05/2009,2009,20,National,0,Influenza-like illness,2531033,219
6.4676,18/05/2009,24/05/2009,2009,21,National,0,Influenza-like illness,2551175,165
3.2157,25/05/2009,31/05/2009,2009,22,National,0,Influenza-like illness,2612199,84
4.9753,01/06/2009,07/06/2009,2009,23,National,0,Influenza-like illness,2612916,130
5.1792,08/06/2009,14/06/2009,2009,24,National,0,Influenza-like illness,2567986,133
9.3971,15/06/2009,21/06/2009,2009,25,National,0,Influenza-like illness,2596534,244
17.0627,22/06/2009,28/06/2009,2009,26,National,0,Influenza-like illness,2602167,444
28.1949,29/06/2009,05/07/2009,2009,27,National,0,Influenza-like illness,2628137,741
56.3779,06/07/2009,12/07/2009,2009,28,National,0,Influenza-like illness,2635785,1486
143.1039,13/07/2009,19/07/2009,2009,29,National,0,Influenza-like illness,2586233,3701
128.6519,20/07/2009,26/07/2009,2009,30,National,0,Influenza-like illness,2625689,3378
39.2698,27/07/2009,02/08/2009,2009,31,National,0,Influenza-like illness,2615243,1027
28.4731,03/08/2009,09/08/2009,2009,32,National,0,Influenza-like illness,2665675,759
17.7527,10/08/2009,16/08/2009,2009,33,National,0,Influenza-like illness,2647484,470
12.6811,17/08/2009,23/08/2009,2009,34,National,0,Influenza-like illness,2657494,337
9.8866,24/08/2009,30/08/2009,2009,35,National,0,Influenza-like illness,2680390,265
7.3124,31/08/2009,06/09/2009,2009,36,National,0,Influenza-like illness,2680376,196
9.286,07/09/2009,13/09/2009,2009,37,National,0,Influenza-like illness,2649149,246
11.0747,14/09/2009,20/09/2009,2009,38,National,0,Influenza-like illness,2672765,296
17.5501,21/09/2009,27/09/2009,2009,39,National,0,Influenza-like illness,2621074,460
20.7124,28/09/2009,04/10/2009,2009,40,National,0,Influenza-like illness,2621618,543
22.2459,05/10/2009,11/10/2009,2009,41,National,0,Influenza-like illness,2584743,575
26.2227,12/10/2009,18/10/2009,2009,42,National,0,Influenza-like illness,2593177,680
32.7817,19/10/2009,25/10/2009,2009,43,National,0,Influenza-like illness,2623415,860
30.9077,26/10/2009,01/11/2009,2009,44,National,0,Influenza-like illness,2539824,785
30.14,02/11/2009,08/11/2009,2009,45,National,0,Influenza-like illness,2604515,785
25.1529,09/11/2009,15/11/2009,2009,46,National,0,Influenza-like illness,2588166,651
28.7321,16/11/2009,22/11/2009,2009,47,National,0,Influenza-like illness,2565072,737
25.1453,23/11/2009,29/11/2009,2009,48,National,0,Influenza-like illness,2588954,651
25.2345,30/11/2009,06/12/2009,2009,49,National,0,Influenza-like illness,2548100,643
20.9219,07/12/2009,13/12/2009,2009,50,National,0,Influenza-like illness,2643168,553
19.6316,14/12/2009,20/12/2009,2009,51,National,0,Influenza-like illness,2638607,518
11.0054,21/12/2009,27/12/2009,2009,52,National,0,Influenza-like illness,2662337,293
10.4849,28/12/2009,03/01/2010,2009,53,National,0,Influenza-like illness,2680050,281
14.307,04/01/2010,10/01/2010,2010,1,National,0,Influenza-like illness,2684009,384
11.7022,11/01/2010,17/01/2010,2010,2,National,0,Influenza-like illness,2640538,309
8.9381,18/01/2010,24/01/2010,2010,3,National,0,Influenza-like illness,2618009,234
9.3585,25/01/2010,31/01/2010,2010,4,National,0,Influenza-like illness,2628637,246
8.6881,01/02/2010,07/02/2010,2010,5,National,0,Influenza-like illness,2647287,230
8.2364,08/02/2010,14/02/2010,2010,6,National,0,Influenza-like illness,2634634,217
6.6026,15/02/2010,21/02/2010,2010,7,National,0,Influenza-like illness,2650471,175
7.2717,22/02/2010,28/02/2010,2010,8,National,0,Influenza-like illness,2599118,189
6.2089,01/03/2010,07/03/2010,2010,9,National,0,Influenza-like illness,2641354,164
5.6829,08/03/2010,14/03/2010,2010,10,National,0,Influenza-like illness,2621882,149
